"1516-3210","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","A&C. Revista de Direito Administrativo & Constitucional (Impresso)","B2",2008,
"0034-7140","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Economia (Impresso)","B2",2008,
"1413-2478","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Educação (Impresso)","B3",2008,
"1981-1764","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Educação Ambiental (Online)","B3",2008,
"1517-4115","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Estudos Urbanos e Regionais (ANPUR)","C ",2008,
"1809-239X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Gestão e Desenvolvimento Regional","B3",2008,
"0102-0188","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de História (Impresso)","B1",2008,
"1414-5685","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Informação na Educação","B2",2008,
"1678-166X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Política e Administração da Educação","B4",2008,
"0034-7329","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Política Internacional (Impresso)","A2",2008,
"0486-641X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Psicanálise (Impresso)","C ",2008,
"0103-2402","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Sociologia","C ",2008,
"1518-6784","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira do Caribe (Impresso)","B5",2008,
"1133-6595","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista CIDOB d'Afers Internacionals (1985)","A2",2008,
"1415-742X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Ciências Humanas (Taubaté)","C ",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Contexto Latinoamericano","B4",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Academia Mineira de Letras ","Jurídicas","B5",2008
"1679-1363","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Ajuris","C ",2008,
"0102-3632","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Associação dos Magistrados","B5",2008,
"0102-1788","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Escola Superior de Guerra","B2",2008,
"0304-2340","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito da Universidade Federal de Minas Gerais (Impresso)","B4",2008,
"0104-6594","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito da Universidade Federal do Rio Grande do Sul","B5",2008,
"1519-4809","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito de Caruaru","C ",2008,
"0103-7544","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da SBPH (Curitiba)","B3",2008,
"1415-1979","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Sociedade Brasileira de Economia Política","B1",2008,
"1519-9916","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Dataveni@ (UEPB)","B4",2008,
"0716-1417","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciencia Política (Santiago. Impresa)","A2",2008,
"1413-8999","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciênciais Sociais (UGF)","C ",2008,
"1980-1793","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciências Exatas e Tecnologia (Anhanguera Educacional, Valinhos)","B4",2008,
"0303-9862","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciências Sociais (Fortaleza)","B4",2008,
"1809-9904","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Comunicação e Cultura","B4",2008,
"1667-3638","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Derecho Internacional y del Mercosur","B1",2008,
"1809-5712","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito (CESUSC. 2006)","B4",2008,
"1415-658X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito (Itatiba)","B4",2008,
"0034-8007","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Administrativo","B2",2008,
"1413-1439","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Ambiental","B3",2008,
"1676-871X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Social (Sapucaia do Sul)","C ",2008,
"1677-4973","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia & Relações Internacionais","C ",2008,
"1679-1614","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia e Agronegócio","C ",2008,
"0101-3157","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia Política (Impresso)","A2",2008,
"1132-7170","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudios Europeos","B2",2008,
"1676-8698","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos Criminais","C ",2008,
"1518-9775","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos da Comunicação (Impresso)","B2",2008,
"1984-1639","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos e Pesquisas Sobre as Américas","B2",2008,
"0102-6437","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos Universitárias (Sorocaba)","B4",2008,
"1808-4001","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de História (Rio de Janeiro)","B2",2008,
"1981-383X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de História Comparada (UFRJ)","B4",2008,
"0034-835X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Informação Legislativa","B2",2008,
"0252-0257","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de la CEPAL (Impresa)","A2",2008,
"0185-2760","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de la Educación Superior","B1",2008,
"1413-4969","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Política Agrícola","C ",2008,
"0104-8740","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Politicas Publicas (UFMA)","B3",2008,
"0100-1981","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Processo","B2",2008,
"1678-9873","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Sociologia e Política (Online)","A2",2008,
"0104-4478","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Sociologia e Política (UFPR. Impresso)","A2",2008,
"1982-5269","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Debates (UFRGS)","B2",2008,
"1641-4713","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista del CESLA","B3",2008,
"1665-0921","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista del Instituto Electoral del Estado de Mexico Apuntes Electorales","B2",2008,
"1982-0496","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Direitos Fundamentais & Democracia (UniBrasil)","B4",2008,
"1808-7353","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Grupo Mídia e Etnia","C ",2008,
"1413-7100","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Instituto de Pesquisas e Estudos","C ",2008,
"1981-1608","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Instituto dos Advogados de Minas Gerais","B5",2008,
"1676-9473","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Legislativo","C ",2008,
"1981-8599","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Núcleo Histórico Socioambiental (UFRR)","B5",2008,
"1984-0586","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Observatório do Milênio de Belo Horizonte","B5",2008,
"0034-9240","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Serviço Público","B2",2008,
"0103-1090","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista do Tribunal de Contas da Uniao","C ",2008,
"1697-5197","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Electrónica de Estudios Internacionales","B1",2008,
"1519-6186","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Espaço Acadêmico (UEM)","C ",2008,
"1981-318X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Espaço da Sophia","B5",2008,
"1575-6548","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Española de Ciencia Política","A1",2008,
"1137-8875","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Española de Desarrollo y Cooperación","A2",2008,
"1659-3316","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Estudios - Universidad de Costa Rica","B4",2008,
"0104-026X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Estudos Feministas (UFSC. Impresso)","B1",2008,
"1415-0549","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista FAMECOS (Impresso)","B5",2008,
"0718-1027","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Focus Eurolatino","B1",2008,
"0717-1498","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Fuerzas Armadas y Sociedad","A2",2008,
"1676-2584","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista HISTEDBR On-line","B4",2008,
"1808-091X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista História & Luta de Classes","B2",2008,
"1676-5516","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista História (UNICRUZ)","C ",2008,
"1806-3993","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista História Hoje","B1",2008,
"0034-9631","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Iberoamericana","B1",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista interdisciplinar de Mobilidade Humana","B5",2008,
"1516-5973","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Internacional de Estudos Políticos (Impresso)","C ",2008,
"1808-2807","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Jurídica (Brasília)","C ",2008,
"0103-3379","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista juridica (Porto Alegre. 1953)","B4",2008,
"1519-8065","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Jurídica Consulex","C ",2008,
"1808-8074","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Juristas","C ",2008,
"1414-4980","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Katálysis (Impresso)","C ",2008,
"1405-1311","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Latinoamericana de Estudios del Trabajo","B3",2008,
"1415-4714","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Latinoamericana de Psicopatologia Fundamental (Impresso)","B3",2008,
"1983-2192","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista LEVS (Marília)","B3",2008,
"1518-7942","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Logos (São Paulo. Impresso)","B5",2008,
"0034-9860","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Marítima Brasileira","B3",2008,
"1414-0543","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Mediações (UEL)","B3",2008,
"0188-2503","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Mexicana de SociologÍa","A2",2008,
"1414-6304","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Múltipla (UPIS)","C ",2008,
"1679-7639","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Nação Brasil","C ",2008,
"0102-5864","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Novos Rumos","C ",2008,
"1983-9162","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista On-Line Liberdade e Cidadania","B4",2008,
"1982-5358","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Palavramundo","B4",2008,
"1806-2776","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista PJ:Br","C ",2008,
"1678-1252","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista STREM","C ",2008,
"1518-2711","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Tributária e de Finanças Públicas","B3",2008,
"1806-9819","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista UniABC","C ",2008,
"0103-9989","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista USP","C ",2008,
"1315-6411","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Venezolana de Economía y Ciencias Sociales","B1",2008,
"1809-0443","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Versões","B2",2008,
"1808-6535","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Virtual de Gestão de Iniciativas Sociais","C ",2008,
"1982-1549","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","RevistaCandelária (UNIEURO)","B4",2008,
"0765-0752","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revue Européenne des Migrations Internationales","B5",2008,
"0373-6156","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revue Générale de Droit International Public","A2",2008,
"0556-7963","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revue Juridique Thémis (1970)","C ",2008,
"1679-592X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","RILA. Revista de Integração Latino-Americana","C ",2008,
"0048-8402","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Rivista Italiana di Scienza Politica","C ",2008,
"0036-0775","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","SAIS Review (Cessou em 1989. Cont. SAIS review (Paul H. Nitze School of Advanced International Studies), ISSN 1946-4444 SAIS Review (Paul H. Nitze School of Advanced International Studies))","B5",2008,
"0102-8839","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","São Paulo em Perspectiva (Impresso)","B1",2008,
"1808-1592","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Saúde e Direitos Humanos","B3",2008,
"1533-2535","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Security and Defense Studies Review","C ",2008,
"1980-9271","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Série Diversidade e Cidadania (Faculdades ESPAM)","B4",2008,
"0101-6628","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Serviço Social & Sociedade","B2",2008,
"1538-6589","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Seton Hall journal of diplomacy and international relations (Cessou em 2004. Cont. ISSN 1936-3419 The Whitehead journal of diplomacy and international relations e ISSN 1936-3427 The Whitehead journal of diplomacy and international relations (Online))","B2",2008,
"1981-3988","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sinais (UFES)","B4",2008,
"1809-9815","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sinais Sociais","B4",2008,
"0103-4332","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sintese (Belo Horizonte. 1974)","B3",2008,
"0959-2318","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Small Wars & Insurgencies","C ",2008,
"0037-7910","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Social Security Bulletin","C ",2008,
"1510-6721","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Social Watch (Ed. En espanol)","C ",2008,
"1415-8566","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociedade e Cultura (Impresso)","B2",2008,
"0102-6992","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociedade e Estado (UnB. Impresso)","B2",2008,
"1414-9869","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociedade em Debate (UCPel)","C ",2008,
"1980-8747","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociologia (São Paulo. 2006)","C ",2008,
"1517-4522","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociologias (UFRGS. Impresso)","B1",2008,
"0187-0173","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociológica (México)","A2",2008,
"1295-9278","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sociologies Pratiques","B1",2008,
"0104-1789","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Superinteressante","C ",2008,
"1806-6445","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Sur. Revista Internacional de Direitos Humanos (Impresso)","B2",2008,
"1678-3824","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","T&C Amazônia","B5",2008,
"1678-3697","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","TD. Teoria e Debate","C ",2008,
"1875-4120","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","TDM (Leidschendam)","B1",2008,
"1413-2486","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Temáticas (UNICAMP)","C ",2008,
"1414-3089","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Tempo da Ciência (UNIOESTE)","C ",2008,
"1579-6582","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Tempo Exterior","C ",2008,
"0103-2070","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Tempo Social (USP. Impresso)","B1",2008,
"1809-3124","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Tensões Mundiais (Impresso)","B3",2008,
"0104-0103","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Teoria & Pesquisa","B2",2008,
"1518-4471","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Teoria & Sociedade (UFMG)","B1",2008,
"1415-4765","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Texto para Discussão (IPEA. Brasília)","B2",2008,
"1677-9509","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Textos & Contextos (Porto Alegre)","B5",2008,
"0104-1487","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Textos de Historia (UnB)","B2",2008,
"1676-7055","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Textos Didáticos (UNICAMP)","C ",2008,
"0003-0554","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The American Political Science Review","A1",2008,
"1080-0786","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The Brown Journal of World Affairs","B2",2008,
"1046-1868","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The Fletcher Forum of World Affairs","B1",2008,
"0885-0607","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The International Journal of Intelligence and Counter Intelligence","A1",2008,
"0022-3816","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The Journal of Politics","A1",2008,
"1062-9769","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The Quarterly Review of Economics and Finance","B2",2008,
"1538-9421","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","The University of Texas at Austin Undergraduate Research Journal","B4",2008,
"1678-8508","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Think (Porto Alegre)","B3",2008,
"0143-6597","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Third World Quarterly (Print)","A1",2008,
"1517-4549","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Tomo (UFS)","B3",2008,
"1808-799X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Trabalho Necessário","C ",2008,
"1678-1007","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Trabalho, Educação e Saúde (Impresso)","B3",2008,
"1519-101X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Trabalhos para Discussão - Banco Central do Brasil (Impresso)","C ",2008,
"0101-3173","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Trans/Form/Ação (UNESP. Marília. Impresso)","B5",2008,
"1982-5935","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Travessias (UNIOESTE. Online)","B4",2008,
"1809-4651","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","UNIrevista (UNISINOS)","B5",2008,
"1517-1779","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Universidade e Sociedade (Brasília)","C ",2008,
"1519-9045","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Universitas/Jus (Impresso)","C ",2008,
"0718-2376","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Universum (Talca. En línea)","B5",2008,
"1517-9427","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","UNOPAR Científica. Ciências Jurídicas e Empresariais","C ",2008,
"1316-5216","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Utopía y Praxis Latinoamericana","B5",2008,
"0104-8775","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Varia História (UFMG. Impresso)","B1",2008,
"0303-9021","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Vlaams Dierengeneeskundig Tijdschrift","B1",2008,
"0944-8101","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Welttrends (Berlin)","A2",2008,
"1935-6226","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","World Political Science Review","A1",2008,
"0043-9134","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","World Today","C ",2008,
"1535-9468","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Yearbook of International Law and Jurisprudence","C ",2008,
